Pos	-	t	n	a	k	g	c	y	r	s	w	m	d	v	b	u	h
22462	0	0	4191	1	2	89935	0	0	1	0	0	0	0	0	0	0	0
22463	0	89883	4245	0	0	0	0	0	0	0	2	0	0	0	0	0	0
22464	0	2	4210	0	1	89917	0	0	0	0	0	0	0	0	0	0	0
22465	0	89928	4200	0	0	0	1	1	0	0	0	0	0	0	0	0	0
22466	0	0	4178	89947	0	2	0	0	1	0	2	0	0	0	0	0	0
22467	0	0	4149	0	0	0	89980	0	0	0	0	1	0	0	0	0	0
22468	0	209	4154	24	6	89735	0	0	2	0	0	0	0	0	0	0	0
22469	0	90036	4090	0	0	0	2	1	0	0	1	0	0	0	0	0	0
22470	0	90034	4093	0	0	0	0	0	0	0	3	0	0	0	0	0	0
22471	0	1	4125	1	1	89999	0	0	2	1	0	0	0	0	0	0	0
22472	0	0	4130	89997	0	0	0	0	2	0	1	0	0	0	0	0	0
22473	0	0	4136	89992	0	1	0	0	1	0	0	0	0	0	0	0	0
22474	0	1	4098	90024	0	1	0	0	2	0	0	4	0	0	0	0	0
22475	0	90023	4106	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22476	0	0	4163	0	0	0	89964	2	0	1	0	0	0	0	0	0	0
22477	0	109	4147	0	0	0	89871	2	0	0	0	1	0	0	0	0	0
22478	0	89910	4215	1	0	0	2	1	0	0	1	0	0	0	0	0	0
22479	0	89953	4173	0	1	0	0	2	0	0	1	0	0	0	0	0	0
22480	0	1331	4153	1	0	0	88636	8	0	0	0	1	0	0	0	0	0
22481	0	7	4161	89956	0	2	0	0	4	0	0	0	0	0	0	0	0
22482	0	45	4137	5	0	0	89942	1	0	0	0	0	0	0	0	0	0
22483	0	89952	4174	0	0	0	3	0	0	0	1	0	0	0	0	0	0
22484	0	51	4168	1	8	89900	2	0	0	0	0	0	0	0	0	0	0
22485	0	89983	4147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22486	0	2	4257	89870	0	1	0	0	0	0	0	0	0	0	0	0	0
22487	0	0	4168	0	1	89924	27	0	7	3	0	0	0	0	0	0	0
22488	0	0	4808	89315	0	0	1	0	5	0	0	1	0	0	0	0	0
22489	0	0	4166	89960	0	0	0	0	1	0	3	0	0	0	0	0	0
22490	0	0	4135	89994	0	0	0	0	0	0	1	0	0	0	0	0	0
22491	0	0	4174	89955	0	0	0	0	1	0	0	0	0	0	0	0	0
22492	0	0	4222	89902	0	2	0	0	3	0	1	0	0	0	0	0	0
22493	0	0	4304	0	2	89823	0	0	0	1	0	0	0	0	0	0	0
22494	0	0	4229	0	0	89899	0	0	1	1	0	0	0	0	0	0	0
22495	0	0	4301	89825	0	1	1	0	2	0	0	0	0	0	0	0	0
22496	0	0	4263	89862	0	1	4	0	0	0	0	0	0	0	0	0	0
22497	0	89881	4247	0	0	0	0	2	0	0	0	0	0	0	0	0	0
22498	0	54	4218	0	0	0	89853	2	0	0	0	3	0	0	0	0	0
22499	0	89879	4248	0	1	0	0	1	0	0	1	0	0	0	0	0	0
22500	0	0	4199	89926	0	0	0	0	0	0	4	1	0	0	0	0	0
22501	0	89924	4199	0	0	0	2	2	0	0	3	0	0	0	0	0	0
22502	0	0	4212	5	0	0	89911	1	0	0	0	1	0	0	0	0	0
22503	0	4	4219	89905	0	1	0	0	0	0	1	0	0	0	0	0	0
22504	0	0	4210	89917	0	1	1	0	0	0	1	0	0	0	0	0	0
22505	0	0	4229	89897	0	0	0	0	1	0	2	1	0	0	0	0	0
22506	0	1	4217	0	0	0	89909	2	0	1	0	0	0	0	0	0	0
22507	0	89871	4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22508	0	89816	4313	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22509	0	0	4391	0	0	0	89738	0	0	0	0	1	0	0	0	0	0
22510	0	89819	4309	0	1	0	1	0	0	0	0	0	0	0	0	0	0
22511	0	0	4326	89802	0	0	0	0	1	0	0	1	0	0	0	0	0
22512	0	0	4436	89693	0	0	0	0	0	0	0	1	0	0	0	0	0
22513	0	2	4371	0	0	0	89756	0	0	0	0	1	0	0	0	0	0
22514	0	89452	4674	0	0	0	1	3	0	0	0	0	0	0	0	0	0
22515	0	89428	4679	0	4	0	0	19	0	0	0	0	0	0	0	0	0
22516	0	89463	4580	0	3	0	1	2	0	0	80	0	1	0	0	0	0
22517	0	0	4328	89802	0	0	0	0	0	0	0	0	0	0	0	0	0
22518	0	0	4270	0	0	89860	0	0	0	0	0	0	0	0	0	0	0
22519	0	1	4357	89769	0	3	0	0	0	0	0	0	0	0	0	0	0
22520	0	2	4320	29	1	89775	0	0	1	2	0	0	0	0	0	0	0
22521	0	89612	4372	0	138	0	3	5	0	0	0	0	0	0	0	0	0
22522	0	3	4522	0	0	0	89600	1	0	1	0	3	0	0	0	0	0
22523	0	0	4168	0	0	1	89943	5	0	7	0	4	0	2	0	0	0
22524	0	1	1918	92211	0	0	0	0	0	0	0	0	0	0	0	0	0
22525	0	0	1925	92181	0	24	0	0	0	0	0	0	0	0	0	0	0
22526	0	0	1915	0	0	5	92208	0	0	1	0	0	0	1	0	0	0
22527	0	0	1761	0	0	0	92369	0	0	0	0	0	0	0	0	0	0
22528	0	0	1753	92374	0	3	0	0	0	0	0	0	0	0	0	0	0
22529	0	0	1741	92389	0	0	0	0	0	0	0	0	0	0	0	0	0
22530	0	23	1745	0	0	0	92360	2	0	0	0	0	0	0	0	0	0
22531	0	1	1749	92379	0	0	0	0	1	0	0	0	0	0	0	0	0
22532	0	0	1744	0	0	92386	0	0	0	0	0	0	0	0	0	0	0
22533	0	0	1716	92414	0	0	0	0	0	0	0	0	0	0	0	0	0
22534	0	0	1696	92430	0	3	0	0	0	0	0	1	0	0	0	0	0
22535	0	92426	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22536	0	3	1698	0	0	0	92429	0	0	0	0	0	0	0	0	0	0
22537	0	92403	1726	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22538	0	0	1663	92465	0	1	0	0	1	0	0	0	0	0	0	0	0
22539	0	92449	1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22540	0	92463	1666	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22541	0	0	1669	0	0	92460	1	0	0	0	0	0	0	0	0	0	0
22542	0	92474	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22543	0	94110	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22544	0	0	20	94110	0	0	0	0	0	0	0	0	0	0	0	0	0
22545	0	0	21	0	1	94108	0	0	0	0	0	0	0	0	0	0	0
22546	0	0	21	94103	0	6	0	0	0	0	0	0	0	0	0	0	0
22547	0	94108	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22548	0	94107	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22549	0	94112	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22550	0	30	18	0	0	4	94074	4	0	0	0	0	0	0	0	0	0
22551	0	2	19	0	0	0	94109	0	0	0	0	0	0	0	0	0	0
22552	0	94102	19	1	0	1	7	0	0	0	0	0	0	0	0	0	0
22553	0	0	22	94108	0	0	0	0	0	0	0	0	0	0	0	0	0
22554	0	0	21	94109	0	0	0	0	0	0	0	0	0	0	0	0	0
22555	0	94109	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0
22556	0	0	18	94112	0	0	0	0	0	0	0	0	0	0	0	0	0
22557	0	94113	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22558	0	94112	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22559	0	0	18	94112	0	0	0	0	0	0	0	0	0	0	0	0	0
22560	0	0	17	0	0	0	94113	0	0	0	0	0	0	0	0	0	0
22561	0	0	18	94111	0	0	0	0	0	0	1	0	0	0	0	0	0
22562	0	0	17	94113	0	0	0	0	0	0	0	0	0	0	0	0	0
22563	0	0	17	94113	0	0	0	0	0	0	0	0	0	0	0	0	0
22564	0	9	17	4	0	0	94098	2	0	0	0	0	0	0	0	0	0
22565	0	94110	18	0	0	0	2	0	0	0	0	0	0	0	0	0	0
22566	0	94112	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22567	0	2	18	8	0	94101	0	0	1	0	0	0	0	0	0	0	0
22568	0	94111	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22569	0	0	17	0	0	94112	0	0	0	1	0	0	0	0	0	0	0
22570	0	20	17	0	0	0	94092	1	0	0	0	0	0	0	0	0	0
22571	0	3	17	0	0	0	94107	3	0	0	0	0	0	0	0	0	0
22572	0	0	21	0	0	0	94109	0	0	0	0	0	0	0	0	0	0
22573	0	94083	29	0	0	0	15	2	0	0	1	0	0	0	0	0	0
22574	0	94110	17	0	0	0	3	0	0	0	0	0	0	0	0	0	0
22575	0	94113	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22576	0	94111	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22577	0	0	18	0	0	94112	0	0	0	0	0	0	0	0	0	0	0
22578	0	0	17	3	0	94110	0	0	0	0	0	0	0	0	0	0	0
22579	0	94110	17	0	0	0	3	0	0	0	0	0	0	0	0	0	0
22580	0	0	18	3	0	94109	0	0	0	0	0	0	0	0	0	0	0
22581	0	0	18	94112	0	0	0	0	0	0	0	0	0	0	0	0	0
22582	0	0	19	94111	0	0	0	0	0	0	0	0	0	0	0	0	0
22583	0	0	19	27	0	94084	0	0	0	0	0	0	0	0	0	0	0
22584	0	94109	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22585	0	94107	21	0	0	1	1	0	0	0	0	0	0	0	0	0	0
22586	0	94113	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22587	0	94113	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22588	0	94102	15	0	0	0	11	2	0	0	0	0	0	0	0	0	0
22589	0	0	15	94114	0	0	0	0	1	0	0	0	0	0	0	0	0
22590	0	0	11	94119	0	0	0	0	0	0	0	0	0	0	0	0	0
22591	0	70	12	0	0	0	94046	2	0	0	0	0	0	0	0	0	0
22592	0	52	13	2	0	94061	0	0	1	1	0	0	0	0	0	0	0
22593	0	1	12	0	0	0	94117	0	0	0	0	0	0	0	0	0	0
22594	0	2	12	12	0	0	94103	1	0	0	0	0	0	0	0	0	0
22595	0	1	10	94119	0	0	0	0	0	0	0	0	0	0	0	0	0
22596	0	1	11	0	0	0	94118	0	0	0	0	0	0	0	0	0	0
22597	0	1	12	0	0	0	94116	1	0	0	0	0	0	0	0	0	0
22598	0	0	14	94116	0	0	0	0	0	0	0	0	0	0	0	0	0
22599	0	0	12	4	0	94111	3	0	0	0	0	0	0	0	0	0	0
22600	0	1	12	94117	0	0	0	0	0	0	0	0	0	0	0	0	0
22601	0	94118	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22602	0	94117	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0
22603	0	94117	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22604	0	8	12	2	1	94107	0	0	0	0	0	0	0	0	0	0	0
22605	0	0	12	0	0	0	94118	0	0	0	0	0	0	0	0	0	0
22606	0	24	12	94089	0	4	0	0	0	0	1	0	0	0	0	0	0
22607	0	94117	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22608	0	1	12	0	0	0	94117	0	0	0	0	0	0	0	0	0	0
22609	0	94117	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22610	0	0	12	0	0	94118	0	0	0	0	0	0	0	0	0	0	0
22611	0	94118	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22612	0	94120	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22613	0	94118	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22614	0	0	10	94120	0	0	0	0	0	0	0	0	0	0	0	0	0
22615	0	94119	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22616	0	11	10	0	1	94107	0	0	0	1	0	0	0	0	0	0	0
22617	0	0	11	0	0	0	94118	1	0	0	0	0	0	0	0	0	0
22618	0	94116	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0
22619	0	94115	13	0	0	0	1	1	0	0	0	0	0	0	0	0	0
22620	0	0	18	0	0	94112	0	0	0	0	0	0	0	0	0	0	0
22621	0	0	14	0	2	94114	0	0	0	0	0	0	0	0	0	0	0
22622	0	0	14	94103	0	12	0	0	1	0	0	0	0	0	0	0	0
22623	0	0	15	94108	0	6	0	0	1	0	0	0	0	0	0	0	0
22624	0	27	13	2	0	0	94082	5	0	0	0	1	0	0	0	0	0
22625	0	0	15	94114	0	0	0	0	1	0	0	0	0	0	0	0	0
22626	0	0	14	0	0	94116	0	0	0	0	0	0	0	0	0	0	0
22627	0	0	261	14	0	93855	0	0	0	0	0	0	0	0	0	0	0
22628	0	0	261	93869	0	0	0	0	0	0	0	0	0	0	0	0	0
22629	0	0	262	93866	0	1	0	0	1	0	0	0	0	0	0	0	0
22630	0	0	262	0	0	93867	0	0	1	0	0	0	0	0	0	0	0
22631	0	0	260	93870	0	0	0	0	0	0	0	0	0	0	0	0	0
22632	0	0	260	4	0	93863	0	0	3	0	0	0	0	0	0	0	0
22633	0	0	259	93871	0	0	0	0	0	0	0	0	0	0	0	0	0
22634	0	0	259	93870	0	0	0	0	0	0	1	0	0	0	0	0	0
22635	0	93870	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22636	0	1	258	0	0	0	93869	0	0	0	0	2	0	0	0	0	0
22637	0	0	263	93867	0	0	0	0	0	0	0	0	0	0	0	0	0
22638	0	0	262	9	0	93859	0	0	0	0	0	0	0	0	0	0	0
22639	0	2	269	0	0	0	93859	0	0	0	0	0	0	0	0	0	0
22640	0	0	273	93857	0	0	0	0	0	0	0	0	0	0	0	0	0
22641	0	0	284	93845	0	0	0	0	1	0	0	0	0	0	0	0	0
22642	0	2	284	0	0	0	93842	2	0	0	0	0	0	0	0	0	0
22643	0	93839	289	2	0	0	0	0	0	0	0	0	0	0	0	0	0
22644	0	0	289	0	2	93837	2	0	0	0	0	0	0	0	0	0	0
22645	0	93840	287	2	0	0	1	0	0	0	0	0	0	0	0	0	0
22646	0	2	286	0	1	93841	0	0	0	0	0	0	0	0	0	0	0
22647	0	93842	287	0	0	0	0	0	0	0	1	0	0	0	0	0	0
22648	0	93837	287	5	0	0	1	0	0	0	0	0	0	0	0	0	0
22649	0	0	285	0	1	93844	0	0	0	0	0	0	0	0	0	0	0
22650	0	0	286	0	0	0	93843	1	0	0	0	0	0	0	0	0	0
22651	0	93829	300	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22652	0	1	295	1	2	93831	0	0	0	0	0	0	0	0	0	0	0
22653	0	0	280	93848	0	0	0	0	0	0	1	1	0	0	0	0	0
22654	0	93852	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22655	0	93854	274	0	0	0	2	0	0	0	0	0	0	0	0	0	0
22656	0	0	275	93854	0	0	1	0	0	0	0	0	0	0	0	0	0
22657	0	93497	623	0	0	0	8	2	0	0	0	0	0	0	0	0	0
22658	0	93509	619	0	0	0	2	0	0	0	0	0	0	0	0	0	0
22659	0	2	620	0	0	0	93507	1	0	0	0	0	0	0	0	0	0
22660	0	93504	623	0	0	2	1	0	0	0	0	0	0	0	0	0	0
22661	0	60	622	7	2	93435	3	0	0	1	0	0	0	0	0	0	0
22662	0	93511	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22663	0	7	621	2	0	0	93500	0	0	0	0	0	0	0	0	0	0
22664	0	2	620	0	0	0	93507	1	0	0	0	0	0	0	0	0	0
22665	0	93489	641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22666	0	1	638	93490	0	1	0	0	0	0	0	0	0	0	0	0	0
22667	0	93493	636	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22668	0	0	635	93494	0	0	0	0	0	0	1	0	0	0	0	0	0
22669	0	93492	634	0	1	0	3	0	0	0	0	0	0	0	0	0	0
22670	0	0	645	93485	0	0	0	0	0	0	0	0	0	0	0	0	0
22671	0	0	644	93468	0	18	0	0	0	0	0	0	0	0	0	0	0
22672	0	93479	645	0	0	0	5	0	0	0	1	0	0	0	0	0	0
22673	0	93479	645	0	0	0	4	1	0	0	1	0	0	0	0	0	0
22674	0	0	645	0	0	0	93485	0	0	0	0	0	0	0	0	0	0
22675	0	177	647	0	0	0	93306	0	0	0	0	0	0	0	0	0	0
22676	0	0	645	1	0	93484	0	0	0	0	0	0	0	0	0	0	0
22677	0	1	643	0	0	0	93486	0	0	0	0	0	0	0	0	0	0
22678	1	2	645	93480	0	2	0	0	0	0	0	0	0	0	0	0	0
22679	0	93485	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22680	0	9	643	0	0	0	93476	2	0	0	0	0	0	0	0	0	0
22681	0	8	644	93473	0	1	3	0	0	0	1	0	0	0	0	0	0
22682	0	93486	643	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22683	0	93487	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22684	0	93487	642	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22685	0	93486	643	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22686	0	0	644	0	0	0	93486	0	0	0	0	0	0	0	0	0	0
22687	0	22	642	1	0	1	93462	1	0	1	0	0	0	0	0	0	0
22688	0	0	642	93488	0	0	0	0	0	0	0	0	0	0	0	0	0
22689	0	1	642	0	0	0	93484	3	0	0	0	0	0	0	0	0	0
22690	0	93459	646	1	0	1	21	2	0	0	0	0	0	0	0	0	0
22691	0	93491	638	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22692	1	93502	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22693	1	93496	629	0	0	0	4	0	0	0	0	0	0	0	0	0	0
22694	1	0	629	93499	0	0	0	0	0	0	1	0	0	0	0	0	0
22695	0	0	629	93500	0	1	0	0	0	0	0	0	0	0	0	0	0
22696	0	2	633	1	0	93494	0	0	0	0	0	0	0	0	0	0	0
22697	0	93492	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22698	0	1	637	0	0	93492	0	0	0	0	0	0	0	0	0	0	0
22699	0	93835	294	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22700	0	93837	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22701	0	0	296	93834	0	0	0	0	0	0	0	0	0	0	0	0	0
22702	0	93832	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22703	0	0	299	0	0	93831	0	0	0	0	0	0	0	0	0	0	0
22704	0	0	295	0	0	93835	0	0	0	0	0	0	0	0	0	0	0
22705	0	1	296	93833	0	0	0	0	0	0	0	0	0	0	0	0	0
22706	0	68	299	0	1	93762	0	0	0	0	0	0	0	0	0	0	0
22707	0	93832	297	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22708	0	42	294	10	3	93779	2	0	0	0	0	0	0	0	0	0	0
22709	0	93835	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22710	0	0	295	0	0	0	93834	1	0	0	0	0	0	0	0	0	0
22711	0	93833	295	1	0	1	0	0	0	0	0	0	0	0	0	0	0
22712	0	10	297	0	0	0	93822	1	0	0	0	0	0	0	0	0	0
22713	0	28	296	0	0	0	93803	3	0	0	0	0	0	0	0	0	0
22714	0	93832	295	1	0	0	2	0	0	0	0	0	0	0	0	0	0
22715	0	0	286	93843	0	1	0	0	0	0	0	0	0	0	0	0	0
22716	0	11	285	1	0	0	93832	1	0	0	0	0	0	0	0	0	0
22717	0	93841	288	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22718	0	0	290	93840	0	0	0	0	0	0	0	0	0	0	0	0	0
22719	0	0	290	93840	0	0	0	0	0	0	0	0	0	0	0	0	0
22720	0	0	291	93830	0	9	0	0	0	0	0	0	0	0	0	0	0
22721	0	93850	278	0	0	0	2	0	0	0	0	0	0	0	0	0	0
22722	0	93855	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22723	0	0	267	93862	0	0	0	0	0	0	1	0	0	0	0	0	0
22724	0	0	261	93869	0	0	0	0	0	0	0	0	0	0	0	0	0
22725	0	0	262	93868	0	0	0	0	0	0	0	0	0	0	0	0	0
22726	0	93866	262	0	0	0	1	1	0	0	0	0	0	0	0	0	0
22727	0	0	261	0	0	93869	0	0	0	0	0	0	0	0	0	0	0
22728	0	0	265	93865	0	0	0	0	0	0	0	0	0	0	0	0	0
22729	0	93838	266	0	0	0	24	2	0	0	0	0	0	0	0	0	0
22730	0	0	266	0	0	0	93861	1	0	0	0	2	0	0	0	0	0
22731	0	93863	266	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22732	0	1	266	0	0	0	93862	1	0	0	0	0	0	0	0	0	0
22733	0	93860	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22734	0	0	268	0	0	93862	0	0	0	0	0	0	0	0	0	0	0
22735	0	3	270	0	0	0	93855	2	0	0	0	0	0	0	0	0	0
22736	0	93855	274	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22737	0	93858	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22738	0	93840	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22739	0	0	292	93837	0	0	1	0	0	0	0	0	0	0	0	0	0
22740	0	0	292	0	0	0	93838	0	0	0	0	0	0	0	0	0	0
22741	0	93835	293	0	0	0	1	1	0	0	0	0	0	0	0	0	0
22742	0	0	293	93837	0	0	0	0	0	0	0	0	0	0	0	0	0
22743	0	0	293	93837	0	0	0	0	0	0	0	0	0	0	0	0	0
22744	0	93831	292	0	0	0	7	0	0	0	0	0	0	0	0	0	0
22745	0	0	291	2	0	93837	0	0	0	0	0	0	0	0	0	0	0
22746	0	93839	290	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22747	0	28	287	1	0	0	93813	1	0	0	0	0	0	0	0	0	0
22748	0	93838	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22749	0	0	291	93839	0	0	0	0	0	0	0	0	0	0	0	0	0
22750	0	93837	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22751	0	0	292	0	0	93838	0	0	0	0	0	0	0	0	0	0	0
22752	0	0	293	0	0	0	93837	0	0	0	0	0	0	0	0	0	0
22753	0	0	295	93833	0	2	0	0	0	0	0	0	0	0	0	0	0
22754	0	0	295	0	0	93835	0	0	0	0	0	0	0	0	0	0	0
22755	0	0	294	93836	0	0	0	0	0	0	0	0	0	0	0	0	0
22756	0	93833	293	0	0	0	3	1	0	0	0	0	0	0	0	0	0
22757	0	93838	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22758	0	0	294	0	0	0	93834	1	0	0	0	1	0	0	0	0	0
22759	0	0	295	93829	0	5	0	0	0	0	1	0	0	0	0	0	0
22760	0	93835	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22761	0	93836	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22762	0	93836	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22763	0	0	294	0	2	93834	0	0	0	0	0	0	0	0	0	0	0
22764	0	93836	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22765	0	0	296	93834	0	0	0	0	0	0	0	0	0	0	0	0	0
22766	0	0	295	93830	0	5	0	0	0	0	0	0	0	0	0	0	0
22767	0	93835	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22768	0	93813	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22769	0	0	320	93810	0	0	0	0	0	0	0	0	0	0	0	0	0
22770	0	0	319	12	0	93797	0	0	2	0	0	0	0	0	0	0	0
22771	0	1	320	93809	0	0	0	0	0	0	0	0	0	0	0	0	0
22772	0	1	323	0	0	93806	0	0	0	0	0	0	0	0	0	0	0
22773	0	0	320	0	0	93810	0	0	0	0	0	0	0	0	0	0	0
22774	0	93805	322	0	0	0	3	0	0	0	0	0	0	0	0	0	0
22775	0	0	321	0	0	93809	0	0	0	0	0	0	0	0	0	0	0
22776	0	0	321	93809	0	0	0	0	0	0	0	0	0	0	0	0	0
22777	0	93808	319	0	0	0	3	0	0	0	0	0	0	0	0	0	0
22778	0	0	319	0	0	93807	3	0	0	1	0	0	0	0	0	0	0
22779	0	0	320	93810	0	0	0	0	0	0	0	0	0	0	0	0	0
22780	0	0	323	93806	0	1	0	0	0	0	0	0	0	0	0	0	0
22781	0	0	320	1	0	93809	0	0	0	0	0	0	0	0	0	0	0
22782	0	93808	321	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22783	0	13	319	1	0	0	93797	0	0	0	0	0	0	0	0	0	0
22784	0	1	320	93809	0	0	0	0	0	0	0	0	0	0	0	0	0
22785	0	13	321	1	2	93790	2	0	0	1	0	0	0	0	0	0	0
22786	0	0	320	93810	0	0	0	0	0	0	0	0	0	0	0	0	0
22787	0	0	321	0	0	1	93808	0	0	0	0	0	0	0	0	0	0
22788	0	0	327	93803	0	0	0	0	0	0	0	0	0	0	0	0	0
22789	0	0	325	93805	0	0	0	0	0	0	0	0	0	0	0	0	0
22790	0	0	329	93801	0	0	0	0	0	0	0	0	0	0	0	0	0
22791	0	93804	325	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22792	0	10	327	1	0	0	93791	1	0	0	0	0	0	0	0	0	0
22793	0	11	326	0	0	93793	0	0	0	0	0	0	0	0	0	0	0
22794	0	0	327	0	0	0	93803	0	0	0	0	0	0	0	0	0	0
22795	0	93799	327	0	0	0	4	0	0	0	0	0	0	0	0	0	0
22796	0	0	328	0	0	0	93802	0	0	0	0	0	0	0	0	0	0
22797	0	0	325	0	0	0	93803	1	0	0	0	1	0	0	0	0	0
22798	0	0	316	93810	0	3	0	0	0	0	1	0	0	0	0	0	0
22799	0	0	294	1	0	93835	0	0	0	0	0	0	0	0	0	0	0
22800	0	1	289	0	0	93839	0	0	1	0	0	0	0	0	0	0	0
22801	0	26	288	2	5	93806	2	0	1	0	0	0	0	0	0	0	0
22802	0	1	289	4	0	0	93829	4	0	0	0	3	0	0	0	0	0
22803	1	0	294	93829	0	5	1	0	0	0	0	0	0	0	0	0	0
22804	1	0	293	93836	0	0	0	0	0	0	0	0	0	0	0	0	0
22805	1	1	289	93839	0	0	0	0	0	0	0	0	0	0	0	0	0
22806	0	0	282	0	0	0	93848	0	0	0	0	0	0	0	0	0	0
22807	0	93848	281	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22808	0	0	282	0	0	93847	0	0	1	0	0	0	0	0	0	0	0
22809	0	0	279	0	0	93851	0	0	0	0	0	0	0	0	0	0	0
22810	0	0	280	93850	0	0	0	0	0	0	0	0	0	0	0	0	0
22811	0	0	279	93851	0	0	0	0	0	0	0	0	0	0	0	0	0
22812	0	0	280	93847	0	2	0	0	1	0	0	0	0	0	0	0	0
22813	0	5	278	13	0	93834	0	0	0	0	0	0	0	0	0	0	0
22814	0	0	279	93850	0	1	0	0	0	0	0	0	0	0	0	0	0
22815	0	93850	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22816	0	93849	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22817	0	2	279	0	2	93847	0	0	0	0	0	0	0	0	0	0	0
22818	0	0	280	0	0	0	93850	0	0	0	0	0	0	0	0	0	0
22819	0	93848	280	0	0	0	1	1	0	0	0	0	0	0	0	0	0
22820	0	0	99	0	0	94031	0	0	0	0	0	0	0	0	0	0	0
22821	0	0	100	94030	0	0	0	0	0	0	0	0	0	0	0	0	0
22822	0	94105	20	0	0	0	5	0	0	0	0	0	0	0	0	0	0
22823	0	94113	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22824	0	0	18	94112	0	0	0	0	0	0	0	0	0	0	0	0	0
22825	0	94074	18	0	0	0	36	2	0	0	0	0	0	0	0	0	0
22826	0	0	18	94112	0	0	0	0	0	0	0	0	0	0	0	0	0
